date;Deutschland/Luxemburg [€/MWh] Original resolutions;∅ Anrainer DE/LU [€/MWh] Original resolutions;Belgien [€/MWh] Original resolutions;Dänemark 1 [€/MWh] Original resolutions;Dänemark 2 [€/MWh] Original resolutions;Frankreich [€/MWh] Original resolutions;Niederlande [€/MWh] Original resolutions;Norwegen 2 [€/MWh] Original resolutions;Österreich [€/MWh] Original resolutions;Polen [€/MWh] Original resolutions;Schweden 4 [€/MWh] Original resolutions;Schweiz [€/MWh] Original resolutions;Tschechien [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Italien (Nord) [€/MWh] Original resolutions;Slowenien [€/MWh] Original resolutions;Ungarn [€/MWh] Original resolutions
2021-05-21 11:00:00;13,99;27,89;13,9;21,46;22,1;14,37;13,92;22,1;23,31;57,52;22,1;39,25;56,81;-;71,22;71,22;56,81
2021-05-21 12:00:00;0,67;21,63;2,26;19,72;20,31;4,51;0,00;20,31;2,35;58,68;20,31;39,1;50,34;-;66,66;66,66;50,34
2021-05-21 13:00:00;-9,47;19,9;-20,00;16,91;17,42;0,06;-10,8;17,42;38,04;56,74;17,42;39,29;46,44;-;73,25;73,25;46,44
2021-05-21 14:00:00;-5,83;16,43;-15,61;5,49;6,83;0,05;-10,00;6,83;29,35;58,01;6,83;38,97;54,00;-;77,2;77,2;54,00
2021-05-21 15:00:00;2,33;21,8;-3,05;2,33;12,51;2,33;2,33;12,51;38,03;59,13;12,51;39,23;61,99;-;80,00;80,00;61,99
2021-05-21 16:00:00;16,01;28,44;16,01;16,01;21,12;16,01;16,01;21,12;16,01;64,92;21,12;38,51;66,00;-;80,72;80,72;66,00
2021-05-21 17:00:00;47,57;46,33;35,54;45,53;45,53;29,78;44,9;45,53;44,96;59,06;45,53;48,81;64,51;-;84,00;84,00;64,51
2021-05-21 18:00:00;60,23;56,2;46,7;57,16;57,16;40,42;57,16;50,54;57,93;61,93;57,16;60,8;71,21;-;88,00;88,00;71,21
2021-05-21 19:00:00;63,92;58,00;47,67;60,38;62,18;40,05;60,38;49,95;62,03;66,85;49,95;63,03;75,53;-;90,09;69,98;75,53
2021-05-21 20:00:00;58,8;54,37;48,53;53,52;53,52;43,69;56,53;50,69;56,77;63,77;42,97;60,9;67,18;-;85,67;56,77;67,18
2021-05-21 21:00:00;55,1;53,35;55,1;54,8;54,8;55,1;55,1;50,19;55,1;65,37;23,32;56,77;61,22;-;75,53;55,1;61,22
2021-05-21 22:00:00;42,69;43,72;42,69;42,69;42,69;42,69;42,69;44,47;42,69;61,95;20,7;48,94;48,74;-;65,00;42,69;48,74
2021-05-21 23:00:00;20,04;26,64;20,04;20,04;20,04;20,04;20,04;36,91;20,04;61,17;20,04;20,36;34,33;-;69,81;60,89;37,99
2021-05-22 00:00:00;4,07;13,4;4,07;4,07;4,05;4,07;4,07;8,98;4,07;63,48;4,05;12,39;34,1;-;66,6;62,54;34,1
2021-05-22 01:00:00;0,89;11,23;0,89;0,89;0,9;0,89;0,89;0,94;0,89;63,41;0,9;13,00;39,94;-;62,41;62,25;39,94
2021-05-22 02:00:00;0,03;10,66;0,03;0,03;0,23;0,03;0,03;0,23;0,03;63,48;0,23;12,93;40,03;-;60,92;60,92;40,03
2021-05-22 03:00:00;-0,05;10,79;-0,05;-0,05;0,04;-0,05;-0,05;0,05;-0,05;62,78;0,04;16,02;40,03;-;56,8;56,8;40,03
2021-05-22 04:00:00;-0,54;9,87;-0,54;-0,54;0,03;-0,54;-0,54;0,05;-0,54;62,92;0,03;18,22;30,00;-;55,00;55,00;30,00
2021-05-22 05:00:00;-0,94;10,1;-1,21;0,00;0,18;-0,26;0,00;0,18;-0,78;63,75;0,18;9,06;40,03;-;58,1;58,1;40,03
2021-05-22 06:00:00;-0,09;11,79;-0,1;0,03;0,58;0,01;0,03;0,58;-0,07;64,33;0,58;9,07;54,7;-;67,63;67,63;54,7
2021-05-22 07:00:00;-0,11;13,23;0,74;0,12;1,00;0,74;1,34;1,38;0,15;64,45;1,00;9,54;65,02;-;71,00;71,00;65,02
2021-05-22 08:00:00;-8,16;19,49;10,1;0,11;3,98;10,1;10,1;9,78;19,00;64,28;3,98;11,24;71,7;-;72,69;72,69;71,7
2021-05-22 09:00:00;-33,57;21,94;3,74;0,09;12,92;3,74;20,71;20,05;19,04;64,3;12,92;18,63;65,19;-;69,79;68,29;65,19
2021-05-22 10:00:00;-49,91;24,81;4,78;0,08;21,08;4,78;21,77;21,08;20,02;66,08;21,08;17,97;74,22;-;65,69;65,69;74,22
2021-05-22 11:00:00;-50,73;25,48;14,78;0,07;19,72;14,78;20,37;19,72;20,04;58,69;19,72;31,87;60,49;-;51,7;51,7;60,49
2021-05-22 12:00:00;-68,00;21,97;11,46;0,06;17,83;11,46;17,26;17,83;20,03;58,69;17,83;9,07;60,1;-;48,13;48,13;60,1
2021-05-22 13:00:00;-69,00;16,65;0,08;0,06;10,65;0,08;10,31;10,65;19,04;58,57;10,65;9,05;53,99;-;31,98;31,98;53,99
2021-05-22 14:00:00;-62,83;15,65;9,58;0,07;9,9;0,04;9,58;9,9;0,00;61,18;9,9;9,04;52,95;-;43,2;43,2;52,95
2021-05-22 15:00:00;-49,98;19,35;12,4;0,08;17,19;0,03;12,4;17,19;-1,1;61,53;17,19;19,9;56,01;-;56,7;56,7;56,01
2021-05-22 16:00:00;-16,56;29,92;57,64;1,5;22,36;7,29;57,64;28,56;1,38;61,76;22,36;11,52;57,1;-;67,68;37,14;57,1
2021-05-22 17:00:00;6,98;41,01;75,91;18,11;19,09;38,63;75,91;28,4;16,43;62,64;19,09;32,02;64,92;-;69,05;69,05;64,92
2021-05-22 18:00:00;40,95;53,49;74,92;40,95;39,97;60,02;78,00;41,52;46,42;64,52;39,97;42,04;60,02;-;71,16;71,16;60,02
2021-05-22 19:00:00;45,72;58,1;82,81;45,72;45,72;61,15;81,00;46,72;50,36;66,02;45,72;47,03;66,8;-;72,69;72,69;66,8
2021-05-22 20:00:00;48,8;58,53;81,1;48,8;48,8;58,62;81,1;48,8;51,92;64,26;48,8;46,69;64,91;-;71,00;71,00;64,91
2021-05-22 21:00:00;47,44;59,2;87,65;47,44;47,44;69,47;87,65;47,44;50,22;62,54;47,44;48,98;54,9;-;69,47;50,22;54,9
2021-05-22 22:00:00;26,61;48,68;101,2;26,61;26,61;66,56;85,00;30,54;32,01;58,7;26,61;41,5;40,19;-;66,56;32,01;40,19
2021-05-22 23:00:00;23,24;42,77;80,3;23,24;23,24;55,76;80,3;25,06;29,91;55,96;23,24;51,91;21,54;-;61,01;29,91;39,77
2021-05-23 00:00:00;15,47;36,45;74,78;15,47;15,47;49,46;78,47;25,03;22,09;53,4;15,47;37,25;14,02;-;49,46;22,09;31,37
2021-05-23 01:00:00;16,82;28,62;47,29;16,82;16,82;34,87;59,4;18,28;16,82;50,5;16,82;27,8;9,4;-;34,87;16,82;26,18
2021-05-23 02:00:00;7,35;18,31;20,00;7,35;7,35;18,92;38,2;16,79;7,35;50,42;7,35;18,98;8,72;-;32,83;7,35;29,09
2021-05-23 03:00:00;10,31;15,9;13,46;10,31;10,31;13,46;27,4;16,41;10,31;38,62;10,31;16,00;8,33;-;55,58;10,31;29,07
2021-05-23 04:00:00;5,08;13,55;9,04;5,08;5,08;9,04;34,9;16,54;5,08;35,58;5,08;15,96;7,71;-;61,86;5,08;14,08
2021-05-23 05:00:00;5,03;12,95;9,44;5,03;5,03;9,44;17,4;16,84;5,03;42,28;5,03;14,93;12,00;-;58,4;5,03;14,92
2021-05-23 06:00:00;14,96;18,81;15,33;14,96;14,96;15,33;15,95;15,44;14,97;53,14;14,96;17,8;14,1;-;35,00;14,97;21,94
2021-05-23 07:00:00;13,16;17,41;13,16;13,16;13,16;13,16;13,16;13,57;13,16;54,8;13,16;15,38;15,6;-;58,33;13,16;34,99
2021-05-23 08:00:00;13,74;18,28;13,74;13,74;13,74;13,74;13,74;14,19;13,74;54,9;13,74;15,97;19,8;-;59,75;13,74;47,01
2021-05-23 09:00:00;6,58;13,05;6,58;6,58;6,58;6,58;6,58;11,24;6,58;57,32;6,58;10,56;18,34;-;65,04;6,58;47,06
2021-05-23 10:00:00;2,78;10,91;2,78;2,78;4,99;2,78;2,78;11,88;2,78;56,58;4,99;6,5;21,13;-;64,21;2,78;47,07
2021-05-23 11:00:00;0,08;8,86;0,08;0,08;4,99;0,08;0,08;10,45;0,08;56,68;4,99;8,18;11,77;-;70,00;0,08;50,34
2021-05-23 12:00:00;-7,83;2,25;-7,83;-7,83;4,09;-7,83;-7,83;10,58;-7,83;54,79;4,09;-7,49;-2,12;-;63,1;-7,83;39,78
2021-05-23 13:00:00;-24,93;-8,11;-24,93;-24,93;3,46;-24,93;-24,93;9,93;-24,93;54,88;3,46;-22,99;-13,26;-;62,08;-24,93;30,00
2021-05-23 14:00:00;-25,00;-6,74;-25,00;-25,00;4,17;-25,00;-25,00;13,8;-25,00;54,82;4,17;-19,07;-6,99;-;65,11;-25,00;29,49
2021-05-23 15:00:00;-8,02;4,7;-8,02;-8,02;15,12;-8,02;-8,02;15,57;-8,02;56,36;15,12;-7,37;-3,00;-;75,00;-8,02;36,33
2021-05-23 16:00:00;11,7;22,57;12,02;11,7;26,13;11,7;26,79;38,33;12,15;58,14;26,13;11,76;13,4;-;75,00;12,15;34,81
2021-05-23 17:00:00;55,59;47,78;46,81;55,59;41,17;40,86;59,1;46,9;53,98;58,14;41,17;40,95;40,93;-;77,15;53,98;40,93
2021-05-23 18:00:00;77,19;66,59;70,00;77,19;77,19;58,00;77,19;51,87;75,00;60,27;60,27;67,00;58,52;-;75,00;75,00;58,52
2021-05-23 19:00:00;80,34;73,12;79,84;80,34;80,34;74,9;80,68;52,75;79,58;66,81;66,81;75,65;66,57;-;77,68;77,68;66,57
2021-05-23 20:00:00;77,41;72,13;75,75;77,41;77,41;74,88;77,41;55,72;77,15;66,75;66,75;75,96;68,28;-;77,15;77,15;68,28
2021-05-23 21:00:00;74,85;69,5;74,85;74,85;74,85;74,85;74,85;58,71;74,85;61,18;61,18;72,56;61,81;-;74,85;74,85;61,81
2021-05-23 22:00:00;61,58;58,08;61,58;61,58;61,58;61,58;61,58;56,4;61,58;57,56;43,92;62,54;49,02;-;61,58;61,58;49,02
2021-05-23 23:00:00;53,91;51,1;53,91;53,91;53,91;53,91;53,91;52,49;53,91;61,4;30,45;56,58;37,7;-;59,3;53,91;37,7
2021-05-24 00:00:00;25,63;33,74;25,63;25,63;25,63;25,63;25,63;48,12;25,63;61,41;25,02;54,36;28,5;-;33,97;29,99;28,5
2021-05-24 01:00:00;20,22;29,01;20,22;20,22;20,22;20,22;20,22;42,93;20,22;59,98;20,22;54,46;20,23;-;34,37;20,22;20,23
2021-05-24 02:00:00;15,65;24,81;15,65;15,65;15,65;15,65;15,65;34,53;15,65;60,02;15,65;54,37;14,4;-;36,00;15,65;14,4
2021-05-24 03:00:00;11,97;20,47;11,97;11,97;11,97;11,97;11,97;12,36;11,97;59,85;11,97;54,17;15,00;-;48,99;11,97;15,00
2021-05-24 04:00:00;16,54;23,78;16,54;16,54;17,03;16,54;16,54;17,03;16,54;60,00;17,03;54,1;13,64;-;59,3;44,3;13,64
2021-05-24 05:00:00;21,86;31,55;21,86;21,86;24,34;21,86;21,86;24,34;21,86;68,18;24,34;54,1;42,42;-;76,72;44,3;42,42
2021-05-24 06:00:00;26,97;40,8;26,97;26,97;42,87;26,97;26,97;34,71;26,97;71,64;42,87;55,04;66,78;-;84,03;74,85;66,78
2021-05-24 07:00:00;36,00;45,71;36,00;36,00;49,38;36,00;36,00;37,19;36,00;71,64;49,38;48,09;67,18;-;90,00;90,00;67,18
2021-05-24 08:00:00;22,52;43,84;29,67;41,97;48,97;29,67;41,97;43,36;23,08;61,54;48,97;51,04;61,95;-;90,00;75,03;61,95
2021-05-24 09:00:00;0,35;41,05;23,87;42,00;52,81;23,87;42,00;43,39;7,41;61,2;52,81;54,12;48,09;-;89,02;74,24;48,09
2021-05-24 10:00:00;-0,03;40,55;24,09;42,85;47,82;24,09;42,85;44,27;7,23;60,86;47,82;54,12;50,00;-;88,00;84,92;50,00
2021-05-24 11:00:00;0,00;43,96;45,06;43,6;47,46;29,22;46,39;44,9;8,87;61,46;47,46;54,45;54,7;-;83,19;83,19;54,7
2021-05-24 12:00:00;2,11;35,72;15,59;38,22;44,5;15,59;38,22;39,49;2,11;61,51;44,5;46,11;47,1;-;81,97;64,6;47,1
2021-05-24 13:00:00;10,00;32,9;12,74;30,00;35,76;12,36;30,00;35,76;13,45;61,55;35,76;41,52;53,02;-;84,03;75,01;53,02
2021-05-24 14:00:00;16,1;33,18;12,46;22,94;38,58;14,11;22,94;38,58;19,84;61,8;38,58;31,89;63,21;-;89,02;74,2;63,21
2021-05-24 15:00:00;29,44;41,64;22,19;29,44;43,00;25,25;41,62;43,00;28,09;70,45;43,00;42,08;69,97;-;88,00;71,62;69,97
2021-05-24 16:00:00;52,7;48,97;20,97;52,7;51,44;20,78;53,14;51,44;47,5;61,16;51,44;58,32;69,81;-;80,85;51,82;69,81
2021-05-24 17:00:00;72,11;69,94;85,83;72,11;72,11;56,79;77,95;51,87;69,66;72,11;72,11;73,34;65,49;-;70,11;69,66;65,49
2021-05-24 18:00:00;76,23;74,48;83,46;76,23;76,23;68,17;79,24;54,47;74,94;76,23;76,23;75,08;79,00;-;80,03;74,94;79,00
2021-05-24 19:00:00;70,71;71,49;79,8;70,71;70,71;60,33;74,49;56,39;69,12;80,21;70,71;74,73;79,22;-;80,85;69,12;79,22
2021-05-24 20:00:00;62,92;65,11;62,92;62,92;62,92;62,92;62,92;59,02;62,92;69,53;62,92;73,16;74,1;-;80,00;62,92;74,1
2021-05-24 21:00:00;62,03;63,17;62,03;61,79;61,79;62,03;62,03;60,00;62,03;61,39;60,54;71,19;70,00;-;67,07;62,03;70,00
2021-05-24 22:00:00;53,55;54,96;53,62;53,55;52,27;53,6;53,72;52,00;53,55;61,14;52,27;60,71;58,12;-;64,84;53,55;58,12
2021-05-24 23:00:00;52,64;53,17;52,64;52,48;50,95;52,64;52,64;50,95;52,64;60,59;50,95;53,53;54,91;-;67,26;52,64;54,91
2021-05-25 00:00:00;48,78;49,69;48,78;48,78;47,32;48,78;48,78;47,32;48,78;60,22;47,32;50,29;50,2;-;64,66;48,78;50,2
2021-05-25 01:00:00;46,15;47,19;46,15;46,15;46,15;46,15;46,15;44,72;46,15;59,76;44,72;47,49;45,55;-;62,4;46,15;45,55
2021-05-25 02:00:00;42,01;44,55;42,01;42,01;42,01;42,01;42,01;40,93;42,01;60,22;40,93;50,93;45,00;-;62,4;42,01;45,00
2021-05-25 03:00:00;40,94;43,38;34,15;40,94;40,94;37,79;43,99;42,58;40,26;59,96;40,03;50,87;45,71;-;62,4;40,26;45,71
2021-05-25 04:00:00;48,53;50,18;48,53;48,53;48,53;48,53;48,53;47,52;48,53;60,22;47,37;52,45;53,24;-;64,66;48,53;53,24
2021-05-25 05:00:00;66,4;65,57;66,4;66,4;66,4;66,4;66,4;55,38;66,4;66,4;66,4;65,15;69,5;-;70,00;66,4;72,7
2021-05-25 06:00:00;81,98;78,94;81,98;81,98;81,98;81,98;81,98;57,98;81,98;81,98;81,98;73,5;81,00;-;82,41;81,98;81,00
2021-05-25 07:00:00;84,65;81,2;84,65;84,65;84,65;84,65;84,65;56,06;84,65;84,38;84,65;75,22;85,00;-;84,65;84,65;85,00
2021-05-25 08:00:00;76,79;74,7;76,79;76,79;76,79;76,79;76,79;55,47;76,79;79,14;76,79;72,48;77,08;-;76,79;76,79;77,08
2021-05-25 09:00:00;66,00;66,02;66,00;66,00;66,00;66,00;66,00;55,21;66,00;73,15;66,00;62,59;73,3;-;67,63;66,00;73,3
2021-05-25 10:00:00;62,03;63,56;62,03;62,03;62,03;62,03;62,03;54,64;62,03;77,45;62,03;61,92;70,98;-;65,00;65,00;70,98
2021-05-25 11:00:00;55,51;58,76;55,51;55,51;55,51;55,51;55,51;52,59;55,51;76,94;55,51;57,44;70,8;-;55,51;55,51;70,8
2021-05-25 12:00:00;47,97;52,76;47,97;47,97;48,24;47,97;47,97;48,24;47,97;72,19;48,24;53,97;69,6;-;47,97;47,97;69,6
2021-05-25 13:00:00;42,04;48,8;42,04;42,04;43,08;42,04;42,04;43,08;42,04;70,74;43,08;60,99;65,6;-;58,93;58,93;65,6
2021-05-25 14:00:00;40,3;47,63;40,3;40,3;41,29;40,3;40,3;41,29;40,3;72,42;41,29;61,05;65,06;-;56,12;56,12;65,06
2021-05-25 15:00:00;42,48;48,99;42,48;42,48;43,29;42,48;42,48;43,29;42,48;70,41;43,29;58,54;67,63;-;59,11;59,11;67,63
2021-05-25 16:00:00;50,09;53,43;50,09;50,09;50,09;50,09;50,09;49,6;50,09;65,42;50,09;56,58;65,51;-;65,25;65,25;65,51
2021-05-25 17:00:00;65,48;65,45;65,48;65,48;65,48;65,48;65,48;52,71;65,48;74,1;65,48;59,76;75,07;-;69,99;69,99;75,07
2021-05-25 18:00:00;76,31;74,28;76,31;76,31;76,31;76,31;76,31;52,61;76,31;80,31;76,31;69,98;80,00;-;83,53;83,53;80,00
2021-05-25 19:00:00;77,98;76,08;77,98;77,98;77,98;77,98;77,98;51,58;77,98;82,48;77,98;74,01;82,9;-;85,00;77,98;82,9
2021-05-25 20:00:00;77,19;74,57;77,19;77,19;77,19;77,19;77,19;51,07;77,19;81,13;77,19;72,23;75,5;-;84,00;77,19;75,5
2021-05-25 21:00:00;77,09;73,63;77,09;77,09;77,09;77,09;77,09;49,41;77,09;77,09;77,09;70,82;73,00;-;77,09;77,09;73,00
2021-05-25 22:00:00;65,39;63,72;74,71;62,04;62,04;69,83;62,04;47,63;66,37;62,61;62,04;68,84;62,72;-;69,83;66,37;62,72
2021-05-25 23:00:00;61,25;65,67;83,00;61,25;59,78;74,34;83,00;47,43;61,35;61,91;59,78;69,01;61,5;-;80,4;61,35;61,5
2021-05-26 00:00:00;54,76;55,61;57,53;54,76;53,45;56,43;57,53;47,07;54,78;61,6;53,45;60,55;54,55;-;79,00;54,78;54,55
2021-05-26 01:00:00;52,03;53,17;54,63;52,03;50,78;53,61;54,75;46,83;52,03;61,28;50,78;56,08;52,11;-;75,00;52,03;52,11
2021-05-26 02:00:00;51,15;51,77;51,15;51,15;49,93;51,15;51,15;46,85;51,15;61,08;49,93;54,93;51,01;-;75,00;51,15;51,01
2021-05-26 03:00:00;52,28;50,85;52,28;52,28;41,77;52,28;52,28;47,07;52,28;61,11;41,77;54,94;51,33;-;75,00;52,28;51,33
2021-05-26 04:00:00;59,74;53,4;59,74;59,74;32,77;59,74;59,74;47,17;59,74;61,45;32,77;57,89;56,66;-;75,00;59,74;56,66
2021-05-26 05:00:00;76,68;72,89;76,68;76,68;75,00;76,68;76,68;50,6;76,68;75,00;75,00;69,75;73,08;-;83,23;76,68;73,08
2021-05-26 06:00:00;84,59;81,32;84,59;84,59;84,59;84,59;84,59;52,88;84,59;84,59;84,59;80,95;83,95;-;90,00;84,59;83,95
2021-05-26 07:00:00;83,56;83,41;96,18;83,56;83,56;90,00;84,75;53,99;85,41;85,21;83,56;85,2;86,04;-;94,56;85,41;86,04
2021-05-26 08:00:00;73,57;75,62;94,74;73,57;73,57;84,67;73,57;53,08;74,91;73,57;73,57;78,91;77,71;-;89,95;74,91;77,71
2021-05-26 09:00:00;68,87;70,27;80,8;68,87;68,87;76,59;68,87;52,96;70,68;68,87;68,87;77,52;70,08;-;82,75;70,68;70,08
2021-05-26 10:00:00;70,78;70,34;76,35;70,78;70,78;74,04;70,78;53,00;71,7;70,78;70,78;74,96;69,83;-;78,00;71,7;69,83
2021-05-26 11:00:00;64,87;65,17;70,87;61,02;64,87;69,61;61,02;52,98;66,05;64,87;64,87;72,99;67,71;-;69,61;69,61;67,71
2021-05-26 12:00:00;60,03;60,22;60,03;60,03;60,03;60,03;60,03;52,93;60,03;61,89;60,03;65,51;61,88;-;67,53;60,03;61,88
2021-05-26 13:00:00;53,86;55,28;53,86;53,86;53,86;53,86;53,86;52,14;53,86;61,11;53,86;59,18;58,58;-;71,77;58,62;58,58
2021-05-26 14:00:00;53,56;55,24;53,56;53,56;53,56;53,56;53,56;51,85;53,56;61,86;53,56;57,99;61,00;-;76,82;53,56;61,00
2021-05-26 15:00:00;54,17;55,62;54,17;54,17;54,17;54,17;54,17;51,06;54,17;61,12;54,17;58,91;61,51;-;80,4;54,17;61,51
2021-05-26 16:00:00;60,65;60,64;60,65;60,65;60,65;60,65;60,65;52,35;60,65;61,92;60,65;63,05;65,2;-;83,23;60,65;65,2
2021-05-26 17:00:00;74,52;72,23;74,52;74,52;74,52;74,52;74,52;52,78;74,52;73,93;73,93;74,02;72,75;-;85,00;74,52;72,75
2021-05-26 18:00:00;80,00;77,73;80,00;80,00;80,00;80,00;80,00;52,48;80,00;83,44;80,00;79,05;80,03;-;94,56;80,00;80,03
2021-05-26 19:00:00;80,00;77,92;80,00;80,00;80,00;80,00;80,00;50,72;80,00;84,39;80,00;79,87;82,19;-;97,00;80,00;82,19
2021-05-26 20:00:00;77,26;74,53;77,26;77,26;77,26;77,26;77,26;50,33;77,26;75,4;75,4;77,4;77,73;-;94,56;77,26;77,73
2021-05-26 21:00:00;75,28;74,97;87,08;75,28;75,28;81,27;76,25;49,4;76,77;75,28;75,28;77,01;75,76;-;88,00;76,77;75,76
2021-05-26 22:00:00;51,08;64,1;101,53;51,08;51,08;81,3;60,00;48,00;58,64;64,1;49,86;76,03;63,5;-;81,3;58,64;67,00
2021-05-26 23:00:00;60,13;62,4;72,27;60,13;60,13;66,32;60,13;46,68;61,47;65,88;58,68;77,86;56,82;-;77,3;61,47;56,82
2021-05-27 00:00:00;58,15;57,83;58,15;58,15;58,15;58,15;58,15;46,27;58,15;62,02;56,76;69,39;52,8;-;76,19;58,15;52,8
2021-05-27 01:00:00;56,37;55,93;56,37;56,37;56,37;56,37;56,37;46,07;56,37;61,55;55,02;62,32;52,00;-;76,32;56,37;52,00
2021-05-27 02:00:00;52,71;53,35;52,71;52,71;52,71;52,71;52,71;46,04;52,71;61,71;51,44;60,17;51,22;-;76,19;52,71;51,22
2021-05-27 03:00:00;52,9;52,42;52,9;52,9;52,9;52,9;52,9;46,11;52,9;61,67;39,09;60,49;51,91;-;76,19;52,9;51,91
2021-05-27 04:00:00;60,75;59,79;60,75;60,75;60,75;60,75;60,75;46,15;60,75;61,95;58,44;67,95;58,73;-;77,03;60,75;58,73
2021-05-27 05:00:00;77,00;74,57;77,00;77,00;77,00;77,00;77,00;48,93;77,00;77,00;77,00;79,04;76,29;-;84,23;77,00;76,29
2021-05-27 06:00:00;84,47;82,38;90,00;84,47;84,47;87,23;84,47;52,73;85,21;84,47;84,47;83,69;85,00;-;91,85;85,21;85,00
2021-05-27 07:00:00;86,45;85,00;96,07;86,45;86,45;91,24;86,45;54,16;87,75;86,45;86,45;85,64;87,92;-;95,15;87,75;87,92
2021-05-27 08:00:00;79,79;79,22;88,67;79,79;79,79;84,21;79,79;54,09;80,99;82,36;79,79;81,43;80,5;-;90,13;80,99;80,5
2021-05-27 09:00:00;79,13;76,52;79,13;79,13;79,13;79,13;79,13;53,82;79,13;79,13;79,13;79,8;75,06;-;83,92;79,13;75,06
2021-05-27 10:00:00;78,07;75,57;78,07;78,07;78,07;78,07;78,07;53,32;78,07;78,07;78,07;79,12;74,29;-;81,00;81,00;74,29
2021-05-27 11:00:00;74,95;72,68;74,95;74,95;75,09;74,95;74,95;53,07;74,95;75,09;75,09;76,28;70,1;-;74,95;74,95;70,1
2021-05-27 12:00:00;65,32;65,34;65,32;65,32;66,92;65,32;65,32;52,94;65,32;69,09;66,92;69,16;67,12;-;70,92;70,92;67,12
2021-05-27 13:00:00;60,77;60,94;60,77;60,77;60,77;60,77;60,77;52,5;60,77;62,3;60,77;65,1;65,01;-;74,24;74,24;65,01
2021-05-27 14:00:00;60,45;61,29;60,45;60,45;60,45;60,45;60,45;51,9;60,45;69,09;60,45;64,02;66,00;-;77,99;74,07;66,00
2021-05-27 15:00:00;60,91;62,2;60,91;60,91;60,91;60,91;60,91;51,63;60,91;74,56;60,91;63,92;67,76;-;80,00;80,00;67,76
2021-05-27 16:00:00;69,62;69,61;69,62;69,62;69,62;69,62;69,62;51,98;69,62;79,93;69,62;73,99;72,5;-;79,59;79,59;72,5
2021-05-27 17:00:00;79,96;78,01;79,96;79,96;79,96;79,96;79,96;52,14;79,96;85,15;79,96;79,98;81,14;-;86,29;82,1;81,14
2021-05-27 18:00:00;85,99;83,53;85,99;85,99;85,99;85,99;85,99;52,47;85,99;87,72;85,99;88,89;87,82;-;96,00;85,99;87,82
2021-05-27 19:00:00;88,87;86,44;88,87;88,87;88,87;88,87;88,87;52,63;88,87;91,25;88,87;92,08;92,75;-;98,53;88,87;92,75
2021-05-27 20:00:00;85,91;83,25;85,91;85,91;85,91;85,91;85,91;52,41;85,91;87,09;85,91;87,16;87,68;-;95,97;85,91;87,68
2021-05-27 21:00:00;84,04;81,1;84,04;84,04;84,04;84,04;84,04;51,82;84,04;84,04;84,04;83,46;84,51;-;88,00;84,04;84,51
2021-05-27 22:00:00;79,71;76,38;79,71;79,71;79,71;79,71;79,71;49,59;79,71;78,99;77,8;79,26;76,3;-;82,00;79,71;76,3
2021-05-27 23:00:00;71,34;69,00;71,34;71,34;71,34;71,34;71,34;48,49;71,34;69,63;69,63;72,16;71,1;-;75,00;71,34;71,1
2021-05-28 00:00:00;63,00;62,38;63,00;63,00;63,00;63,00;63,00;47,96;63,00;64,61;61,49;68,11;66,02;-;71,39;63,00;66,02
2021-05-28 01:00:00;61,59;60,46;61,59;61,59;61,59;61,59;61,59;47,48;61,59;64,02;55,05;65,75;63,17;-;72,6;61,59;63,17
2021-05-28 02:00:00;62,03;59,89;62,03;62,03;62,03;62,03;62,03;47,41;62,03;62,46;52,01;62,8;61,94;-;70,05;62,03;61,94
2021-05-28 03:00:00;64,64;61,55;64,64;64,64;64,64;64,64;64,64;47,58;64,64;62,5;53,07;63,61;62,44;-;70,41;64,64;62,44
2021-05-28 04:00:00;67,93;65,86;67,93;67,93;67,93;67,93;67,93;48,99;67,93;65,2;65,2;68,94;68,5;-;72,33;67,93;68,5
2021-05-28 05:00:00;81,36;78,49;81,36;81,36;81,36;81,36;81,36;52,96;81,36;78,64;80,51;81,12;82,00;-;81,36;81,36;82,00
2021-05-28 06:00:00;93,01;88,31;93,01;93,01;93,01;93,01;93,01;54,52;93,01;84,35;93,01;89,38;92,11;-;96,00;93,01;92,11
2021-05-28 07:00:00;92,42;88,81;92,42;92,42;92,42;92,42;92,42;55,51;92,42;86,28;92,42;93,17;95,00;-;97,00;92,42;95,00
2021-05-28 08:00:00;84,38;82,03;84,38;84,38;84,38;84,38;84,38;54,93;84,38;84,57;84,38;84,84;87,37;-;85,00;84,38;87,37
2021-05-28 09:00:00;80,09;75,35;76,83;80,09;80,09;76,89;55,95;54,16;80,00;82,84;80,09;80,26;81,65;-;80,00;80,00;81,65
2021-05-28 10:00:00;79,03;74,25;76,00;79,03;79,03;76,00;55,05;53,29;79,03;82,34;79,03;77,16;80,74;-;79,03;79,03;80,74
2021-05-28 11:00:00;73,29;72,61;73,29;73,29;73,29;73,29;73,29;52,98;73,29;82,26;73,29;74,31;76,09;-;73,29;73,29;76,09
2021-05-28 12:00:00;60,61;63,28;60,61;60,61;60,61;60,61;60,61;54,3;60,61;79,82;60,61;68,36;69,36;-;69,99;69,99;69,36
2021-05-28 13:00:00;58,34;59,51;58,34;58,34;58,34;58,34;58,34;52,57;58,34;64,49;58,34;64,38;64,75;-;71,7;61,82;64,75
