date;Deutschland/Luxemburg [€/MWh] Original resolutions;∅ Anrainer DE/LU [€/MWh] Original resolutions;Belgien [€/MWh] Original resolutions;Dänemark 1 [€/MWh] Original resolutions;Dänemark 2 [€/MWh] Original resolutions;Frankreich [€/MWh] Original resolutions;Niederlande [€/MWh] Original resolutions;Norwegen 2 [€/MWh] Original resolutions;Österreich [€/MWh] Original resolutions;Polen [€/MWh] Original resolutions;Schweden 4 [€/MWh] Original resolutions;Schweiz [€/MWh] Original resolutions;Tschechien [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Italien (Nord) [€/MWh] Original resolutions;Slowenien [€/MWh] Original resolutions;Ungarn [€/MWh] Original resolutions
2021-11-13 16:00:00;180,6;174,44;180,6;180,6;180,6;180,6;180,6;97,82;180,6;180,6;176,27;199,92;180,6;-;180,6;180,6;259,94
2021-11-13 17:00:00;210,00;199,29;210,00;210,00;210,00;210,00;210,00;99,15;210,00;202,09;204,96;216,01;210,00;-;210,00;210,00;272,99
2021-11-13 18:00:00;220,00;206,37;220,00;220,00;220,00;220,00;220,00;98,28;220,00;194,45;214,72;222,64;220,00;-;220,00;220,00;245,59
2021-11-13 19:00:00;213,89;198,94;213,93;213,75;213,75;214,00;213,75;97,26;213,91;199,34;177,19;217,59;213,89;-;214,00;214,00;218,02
2021-11-13 20:00:00;184,00;168,94;184,96;180,1;180,1;186,83;180,1;95,89;186,83;148,1;121,4;210,07;184,00;-;186,83;186,83;205,95
2021-11-13 21:00:00;168,49;158,31;169,49;164,83;164,83;171,12;164,83;95,6;169,08;120,88;164,45;187,8;168,49;-;174,35;174,35;203,33
2021-11-13 22:00:00;168,82;153,94;170,75;161,43;161,43;174,35;161,43;96,1;174,35;120,87;120,87;182,94;168,82;-;174,35;174,35;174,35
2021-11-13 23:00:00;162,79;141,52;165,77;127,18;127,18;171,14;151,4;95,64;164,47;106,71;106,71;177,74;162,79;-;171,14;171,14;164,47
2021-11-14 00:00:00;184,73;153,02;184,73;184,73;184,73;184,73;184,73;97,95;184,73;103,38;90,03;180,14;103,38;-;184,73;184,73;208,00
2021-11-14 01:00:00;170,03;142,46;170,03;160,00;160,00;170,03;170,03;96,75;170,03;95,44;90,07;170,4;114,31;-;170,03;170,03;198,45
2021-11-14 02:00:00;167,24;140,46;167,24;131,4;131,4;167,24;167,24;96,39;167,24;92,1;90,04;167,51;167,24;-;167,24;167,24;171,91
2021-11-14 03:00:00;155,51;128,84;155,7;99,08;99,08;155,81;155,63;96,21;156,97;90,85;90,04;162,39;155,51;-;156,97;156,97;156,97
2021-11-14 04:00:00;144,22;124,99;146,06;98,63;98,63;146,88;145,1;95,77;156,97;90,85;90,06;161,74;144,22;-;156,97;156,97;156,97
2021-11-14 05:00:00;141,35;123,71;142,05;96,41;96,41;145,00;141,35;93,62;158,56;91,6;91,6;162,87;141,35;-;158,56;158,56;162,19
2021-11-14 06:00:00;117,2;130,64;155,41;96,49;96,49;155,41;195,00;93,7;168,53;94,53;94,53;169,74;117,2;-;168,53;168,53;168,53
2021-11-14 07:00:00;159,92;135,64;167,67;102,68;102,68;164,93;176,87;95,84;164,93;90,86;90,86;174,83;159,92;-;164,93;164,93;202,8
2021-11-14 08:00:00;159,04;147,00;160,54;159,04;159,04;160,54;160,54;96,92;170,04;105,59;105,59;180,08;159,04;-;172,28;172,28;205,91
2021-11-14 09:00:00;170,07;154,59;170,07;170,07;170,07;170,07;170,07;97,24;170,07;116,09;116,09;180,57;170,07;-;177,47;177,47;207,8
2021-11-14 10:00:00;177,2;156,67;177,2;151,87;151,87;177,2;177,2;98,2;177,2;126,43;126,43;182,56;177,2;-;177,2;177,2;192,93
2021-11-14 11:00:00;178,93;162,34;178,93;177,88;177,88;178,93;178,93;98,52;178,93;127,29;127,29;182,18;178,93;-;178,93;178,93;192,32
2021-11-14 12:00:00;184,58;166,08;184,58;184,58;184,58;184,58;184,58;97,61;184,58;128,79;128,79;179,63;184,58;-;184,58;184,58;184,58
2021-11-14 13:00:00;170,02;155,62;170,02;163,06;163,06;170,02;170,02;97,26;170,02;131,08;131,08;176,13;170,02;-;171,13;171,13;170,02
2021-11-14 14:00:00;156,12;150,32;158,00;156,12;156,12;158,00;158,00;97,29;170,00;132,4;132,4;179,12;156,12;-;172,41;172,41;181,91
2021-11-14 15:00:00;160,00;152,38;160,00;160,00;160,00;160,00;160,00;98,26;160,00;134,83;139,16;183,91;160,00;-;175,00;175,00;164,46
2021-11-14 16:00:00;166,68;161,2;166,66;166,6;166,6;166,8;166,6;102,78;170,00;147,75;162,68;190,00;166,68;-;177,5;177,5;215,04
2021-11-14 17:00:00;197,94;184,85;197,94;197,94;197,94;197,94;197,94;107,02;197,94;154,72;184,12;201,87;197,94;-;197,94;197,94;241,49
2021-11-14 18:00:00;204,47;185,58;204,47;204,1;204,1;204,47;204,47;103,18;204,47;153,78;153,78;200,06;204,47;-;204,47;204,47;225,01
2021-11-14 19:00:00;206,21;174,13;206,21;145,71;145,71;206,21;206,21;99,97;206,21;145,71;145,71;201,55;206,21;-;206,21;206,21;221,62
2021-11-14 20:00:00;190,61;161,83;196,52;130,95;130,95;194,08;195,00;97,27;191,53;130,95;130,95;191,27;190,61;-;194,08;194,08;191,53
2021-11-14 21:00:00;168,68;143,26;179,34;109,48;109,48;175,26;167,61;97,24;170,05;109,48;109,48;179,8;168,68;-;175,26;175,26;176,17
2021-11-14 22:00:00;173,18;138,69;173,18;97,09;97,02;173,18;173,18;94,27;173,18;97,02;97,02;177,26;173,18;-;173,18;173,18;187,4
2021-11-14 23:00:00;159,16;127,32;163,73;95,71;86,28;162,00;158,5;92,94;162,00;103,17;44,87;172,2;159,16;-;162,00;162,00;162,00
2021-11-15 00:00:00;165,85;126,3;165,85;95,54;95,54;165,85;165,85;92,77;165,85;96,31;14,22;165,63;165,85;-;165,85;165,85;165,85
2021-11-15 01:00:00;158,9;121,93;158,9;93,84;93,84;158,9;158,9;91,11;158,9;93,33;13,99;160,61;158,9;-;158,9;158,9;158,9
2021-11-15 02:00:00;155,81;120,38;155,81;96,93;96,93;155,81;155,81;90,96;155,81;89,25;13,66;157,45;155,81;-;155,81;155,81;155,81
2021-11-15 03:00:00;151,35;120,92;151,35;111,73;111,73;151,35;151,35;91,04;151,35;91,75;13,23;153,93;151,35;-;153,71;151,35;151,35
2021-11-15 04:00:00;149,64;130,87;149,64;149,64;149,64;149,64;149,64;91,81;149,64;90,51;50,01;159,71;149,64;-;153,9;149,64;149,64
2021-11-15 05:00:00;163,92;145,42;163,92;163,92;163,92;163,92;163,92;93,47;163,92;93,95;93,95;170,76;163,92;-;163,92;163,92;176,75
2021-11-15 06:00:00;191,12;171,46;191,12;191,12;191,12;191,12;191,12;98,16;191,12;125,00;125,00;200,11;191,12;-;191,12;191,12;197,63
2021-11-15 07:00:00;245,35;217,27;245,35;245,35;245,35;245,35;245,35;100,54;245,35;99,25;239,46;233,32;245,35;-;245,35;245,35;245,35
2021-11-15 08:00:00;262,18;232,75;262,18;262,18;262,18;262,18;262,18;102,25;262,18;123,94;255,89;242,93;262,18;-;262,18;262,18;262,18
2021-11-15 09:00:00;265,00;234,2;265,00;265,00;265,00;265,00;265,00;100,09;265,00;125,00;255,06;241,00;265,00;-;265,00;265,00;265,00
2021-11-15 10:00:00;263,33;228,61;263,33;263,33;263,33;263,33;263,33;99,63;263,33;112,93;219,88;238,92;263,33;-;263,33;263,33;263,33
2021-11-15 11:00:00;268,9;236,62;268,9;268,9;268,9;268,9;268,9;98,47;268,9;124,15;262,45;235,41;268,9;-;268,9;268,9;268,9
2021-11-15 12:00:00;260,06;229,77;260,06;260,06;260,06;260,06;260,06;98,53;260,06;125,05;253,82;229,68;260,06;-;260,06;260,06;260,06
2021-11-15 13:00:00;258,1;228,64;258,1;258,1;258,1;258,1;258,1;99,6;258,1;126,25;251,91;230,58;258,1;-;258,1;258,1;258,1
2021-11-15 14:00:00;268,17;235,87;268,17;268,17;268,17;268,17;268,17;99,91;268,17;125,14;261,73;230,65;268,17;-;268,17;268,17;268,17
2021-11-15 15:00:00;265,99;229,05;265,99;265,99;265,99;265,99;265,99;100,72;265,99;133,69;184,28;238,92;265,99;-;265,99;265,99;265,99
2021-11-15 16:00:00;274,94;240,61;274,94;274,94;274,94;274,94;274,94;102,42;274,94;164,76;205,84;249,13;274,94;-;274,94;274,94;274,94
2021-11-15 17:00:00;300,01;268,76;300,01;300,01;300,01;300,01;300,01;106,38;300,01;166,09;292,81;291,06;300,01;-;300,01;300,01;300,01
2021-11-15 18:00:00;300,00;256,94;300,00;300,00;300,00;300,00;300,00;101,8;300,00;134,37;192,04;298,13;300,00;-;290,49;300,00;300,00
2021-11-15 19:00:00;272,57;235,99;272,57;272,57;272,57;272,57;272,57;98,00;272,57;128,7;190,08;271,08;272,57;-;272,57;272,57;272,57
2021-11-15 20:00:00;238,76;207,8;238,76;238,76;238,76;238,76;238,76;96,19;238,76;103,4;184,29;230,61;238,76;-;238,76;238,76;238,76
2021-11-15 21:00:00;217,79;194,76;217,79;217,79;217,79;217,79;217,79;96,16;217,79;102,31;212,57;206,84;217,79;-;217,79;217,79;217,79
2021-11-15 22:00:00;194,71;171,65;195,00;193,75;193,75;195,48;193,75;94,09;194,89;120,59;120,59;191,51;194,71;-;194,89;194,89;194,89
2021-11-15 23:00:00;178,54;155,72;179,21;176,2;176,2;180,31;176,2;93,28;178,96;94,95;94,95;184,11;178,54;-;180,00;178,96;178,96
2021-11-16 00:00:00;182,46;162,34;182,55;182,46;182,46;182,52;182,38;96,4;182,48;111,46;111,46;189,06;182,46;-;182,52;182,48;182,48
2021-11-16 01:00:00;167,37;152,85;167,37;167,37;167,37;167,37;167,37;94,7;167,37;117,51;117,51;180,02;167,37;-;167,37;167,37;167,37
2021-11-16 02:00:00;162,57;146,07;162,98;162,14;162,14;162,84;162,14;93,94;162,64;114,4;114,4;173,99;135,15;-;162,84;162,64;151,09
2021-11-16 03:00:00;160,01;145,9;160,37;159,6;159,6;160,25;159,6;93,77;160,07;118,54;118,54;164,52;150,00;-;160,25;160,07;150,00
2021-11-16 04:00:00;157,83;146,99;162,85;157,83;157,83;161,13;151,79;93,94;158,63;123,58;123,58;167,93;157,83;-;161,13;158,63;157,83
2021-11-16 05:00:00;178,14;157,74;174,92;178,14;178,14;176,1;162,17;95,54;177,3;116,6;116,6;182,29;177,3;-;177,3;177,3;177,3
2021-11-16 06:00:00;220,35;194,54;204,59;220,35;220,35;210,33;184,8;96,14;220,35;132,64;215,06;214,99;220,35;-;220,35;220,35;220,35
2021-11-16 07:00:00;278,34;242,42;265,45;278,34;278,34;270,00;250,00;99,54;277,71;130,18;277,71;261,63;277,71;-;270,00;277,71;277,71
2021-11-16 08:00:00;280,06;250,82;280,06;280,06;280,06;280,06;280,06;101,79;280,06;144,96;273,34;278,52;280,06;-;280,06;280,06;280,06
2021-11-16 09:00:00;280,03;249,94;280,03;280,03;280,03;280,03;280,03;99,67;280,03;142,37;273,31;273,77;280,03;-;280,03;280,03;280,03
2021-11-16 10:00:00;274,00;243,91;274,00;274,00;274,00;274,00;274,00;99,56;274,00;133,74;267,42;264,24;274,00;-;274,00;274,00;274,00
2021-11-16 11:00:00;278,05;245,38;274,36;278,05;278,05;275,67;269,9;99,05;277,99;135,9;271,37;260,85;277,99;-;275,67;277,99;277,99
2021-11-16 12:00:00;280,00;239,17;253,47;280,00;280,00;263,21;221,47;98,58;280,00;142,18;280,00;251,94;280,00;-;263,21;280,00;280,00
2021-11-16 13:00:00;280,53;239,97;255,91;280,53;280,53;264,64;226,07;98,48;279,03;146,68;279,03;249,71;279,03;-;264,64;279,03;279,03
2021-11-16 14:00:00;279,09;244,08;265,95;279,09;279,09;270,78;250,1;97,8;279,09;149,83;279,09;255,00;279,09;-;271,09;279,09;279,09
2021-11-16 15:00:00;280,3;248,37;272,04;280,3;280,3;274,99;262,03;98,84;280,1;161,69;280,3;261,14;280,3;-;280,00;280,1;280,3
2021-11-16 16:00:00;280,03;255,49;280,03;280,03;280,03;280,03;280,03;99,11;280,03;199,11;280,03;271,96;280,03;-;280,03;280,03;280,03
2021-11-16 17:00:00;301,00;272,26;301,00;301,00;301,00;301,00;301,00;100,27;301,00;194,57;293,78;299,29;301,00;-;301,00;301,00;301,00
2021-11-16 18:00:00;296,98;268,57;296,98;296,98;296,98;296,98;296,98;98,69;296,98;188,1;289,86;298,79;296,98;-;296,98;296,98;296,98
2021-11-16 19:00:00;279,1;249,3;279,1;279,1;279,1;279,1;279,1;95,00;279,1;157,9;272,4;263,31;279,1;-;279,1;279,1;279,1
2021-11-16 20:00:00;250,00;223,28;250,00;250,00;250,00;250,00;250,00;94,35;250,00;133,76;244,00;233,96;250,00;-;252,24;252,24;250,00
2021-11-16 21:00:00;208,74;187,25;205,00;200,06;200,06;220,38;199,9;94,06;211,57;109,86;200,06;210,01;208,74;-;220,38;220,38;211,84
2021-11-16 22:00:00;179,8;163,74;186,85;160,8;160,8;196,62;160,8;92,81;183,67;129,41;160,8;188,82;179,8;-;196,62;196,62;196,62
2021-11-16 23:00:00;164,38;143,55;174,69;137,28;137,28;189,00;137,28;89,8;170,04;115,39;115,39;171,1;141,79;-;189,00;170,04;170,04
2021-11-17 00:00:00;194,01;149,25;194,01;115,79;115,79;194,01;194,01;93,88;194,01;115,79;115,79;192,83;115,79;-;200,04;200,04;194,01
2021-11-17 01:00:00;179,54;142,39;189,83;102,71;102,71;185,68;189,12;92,49;181,11;103,23;102,71;181,69;135,01;-;189,1;189,1;181,11
2021-11-17 02:00:00;170,79;136,54;177,83;92,26;92,26;180,00;173,47;89,41;172,4;95,68;92,26;186,34;150,01;-;185,00;172,4;172,4
2021-11-17 03:00:00;160,09;132,41;166,89;90,11;90,11;164,52;166,02;87,67;161,59;97,35;90,11;188,93;153,24;-;185,00;161,59;161,59
2021-11-17 04:00:00;163,22;134,06;163,22;90,37;90,37;163,22;163,22;87,74;163,22;107,5;90,37;192,23;163,22;-;193,92;163,22;163,22
2021-11-17 05:00:00;156,57;139,21;172,05;90,92;101,54;166,73;173,52;88,29;161,05;124,67;101,54;201,03;150,01;-;200,6;200,09;200,6
2021-11-17 06:00:00;181,00;168,92;188,73;92,89;176,66;188,73;181,00;90,2;223,94;143,66;176,66;214,62;181,00;-;224,35;224,35;227,17
2021-11-17 07:00:00;226,25;195,58;226,29;96,85;220,82;226,53;226,00;94,05;227,99;130,46;220,82;255,34;226,25;-;252,24;252,24;271,96
2021-11-17 08:00:00;232,05;204,41;237,75;98,95;226,48;248,92;214,00;96,08;259,97;140,46;226,48;267,39;232,05;-;280,00;280,00;272,17
2021-11-17 09:00:00;238,8;205,78;238,8;98,9;230,05;238,8;238,8;96,03;238,8;147,63;230,05;266,92;238,8;-;280,00;280,00;264,99
2021-11-17 10:00:00;233,04;188,87;234,65;98,09;157,92;235,7;229,9;95,25;239,93;134,2;157,92;261,02;233,04;-;274,97;274,97;274,97
2021-11-17 11:00:00;223,99;174,88;224,7;96,36;101,54;227,37;220,7;93,57;239,96;132,94;101,54;261,01;223,99;-;275,85;275,85;275,85
2021-11-17 12:00:00;217,11;170,82;222,53;93,82;93,82;229,52;199,6;91,1;259,8;133,24;93,82;244,64;217,11;-;265,00;265,00;271,47
2021-11-17 13:00:00;205,00;164,29;205,27;92,46;92,46;209,19;201,4;89,77;239,91;131,69;92,46;247,6;205,00;-;261,7;261,7;275,69
2021-11-17 14:00:00;183,27;159,58;193,1;91,89;91,89;205,95;179,5;89,23;240,06;130,87;91,89;257,73;183,27;-;280,00;280,00;284,26
2021-11-17 15:00:00;200,6;166,91;210,03;92,63;92,63;210,03;197,6;89,95;239,95;139,38;92,63;270,58;200,6;-;280,02;280,02;293,42
2021-11-17 16:00:00;177,94;170,71;230,15;94,75;94,75;230,15;177,94;92,00;260,04;150,1;94,75;275,19;177,94;-;280,05;280,05;299,22
2021-11-17 17:00:00;202,12;187,61;260,58;101,59;101,59;256,23;250,00;93,95;270,00;144,82;101,59;281,29;202,12;-;300,00;300,00;279,43
2021-11-17 18:00:00;189,09;180,03;288,9;101,54;101,54;255,94;200,1;90,82;240,07;134,51;101,54;276,23;189,09;-;284,55;284,55;312,91
2021-11-17 19:00:00;170,21;168,28;276,35;82,99;82,99;249,9;180,00;87,69;239,92;131,99;82,99;266,1;170,21;-;280,02;280,02;264,19
2021-11-17 20:00:00;133,01;156,48;283,23;79,11;61,15;235,00;193,04;85,64;231,99;118,05;61,15;239,94;133,01;-;254,24;254,24;271,19
2021-11-17 21:00:00;99,98;136,16;221,6;81,04;18,22;220,00;214,6;84,82;223,96;97,33;18,22;217,96;99,98;-;242,00;242,00;223,96
2021-11-17 22:00:00;110,48;125,13;202,88;81,66;14,75;215,00;195,00;84,1;144,23;102,92;14,75;210,7;110,48;-;215,00;215,00;235,73
2021-11-17 23:00:00;86,22;113,09;178,7;81,01;13,18;204,75;180,4;83,43;110,1;86,22;13,18;206,79;86,22;-;204,75;204,75;185,26
2021-11-18 00:00:00;100,1;128,49;260,00;82,11;13,25;221,44;200,00;84,56;130,32;85,8;13,25;222,59;100,1;-;221,44;221,44;212,18
2021-11-18 01:00:00;87,07;116,59;186,14;81,07;12,42;215,16;191,7;84,25;114,46;79,57;12,42;218,22;87,07;-;215,16;215,16;190,21
2021-11-18 02:00:00;87,06;116,44;186,2;81,79;12,07;212,26;200,00;84,23;114,1;77,42;12,07;213,67;87,06;-;212,26;212,26;122,05
2021-11-18 03:00:00;95,56;112,74;175,7;82,25;12,01;190,00;185,74;84,71;116,62;75,01;12,01;210,49;95,56;-;197,83;197,83;161,66
2021-11-18 04:00:00;110,01;112,62;169,34;83,19;12,38;177,63;180,00;85,68;125,32;72,67;12,38;210,2;110,01;-;199,5;199,5;199,5
2021-11-18 05:00:00;111,69;120,07;190,5;78,36;12,98;211,39;186,91;86,72;133,2;76,25;12,98;219,82;111,69;-;218,81;218,81;220,82
2021-11-18 06:00:00;157,14;157,17;243,42;85,87;85,87;224,3;222,92;91,09;175,7;117,97;85,87;238,71;157,14;-;252,24;252,24;253,58
2021-11-18 07:00:00;216,61;189,74;278,68;111,67;111,67;257,93;268,7;100,01;244,96;118,11;111,67;267,11;216,61;-;257,93;257,93;307,5
2021-11-18 08:00:00;243,1;194,92;265,22;106,89;106,89;279,61;262,00;103,79;253,00;131,46;106,89;285,25;243,1;-;279,61;279,61;290,02
2021-11-18 09:00:00;210,02;185,43;252,67;102,54;102,54;260,66;250,4;99,56;244,94;132,17;102,54;281,72;210,02;-;260,66;260,66;306,14
2021-11-18 10:00:00;194,67;172,63;227,35;99,72;99,72;250,75;199,00;96,82;247,96;109,63;99,72;273,63;194,67;-;252,24;252,24;293,98
2021-11-18 11:00:00;172,99;167,28;215,00;93,78;93,78;238,21;192,3;93,78;259,9;113,69;93,78;272,87;172,99;-;255,00;259,9;275,73
2021-11-18 12:00:00;159,5;165,6;209,27;88,35;88,35;239,4;196,00;90,99;270,00;123,38;88,35;268,06;159,5;-;252,24;270,00;274,62
2021-11-18 13:00:00;155,00;159,67;196,56;90,1;90,1;219,83;178,00;90,58;259,92;120,56;90,1;265,61;155,00;-;252,24;259,92;278,86
2021-11-18 14:00:00;148,65;160,67;213,1;87,04;87,04;224,34;185,79;89,64;252,24;118,14;87,04;274,38;148,65;-;252,24;252,24;303,02
2021-11-18 15:00:00;157,3;167,2;232,92;88,16;88,16;232,92;196,1;90,79;255,02;129,13;88,16;280,51;157,3;-;255,02;255,02;309,95
2021-11-18 16:00:00;158,25;171,68;242,51;90,06;90,06;242,51;222,65;92,28;249,8;124,42;90,06;285,93;158,25;-;265,00;265,00;313,21
2021-11-18 17:00:00;158,27;187,38;309,88;89,76;89,76;275,7;285,99;91,83;270,07;129,13;89,76;271,06;158,27;-;290,1;290,1;317,02
2021-11-18 18:00:00;150,00;183,56;353,23;86,14;86,14;285,00;228,00;89,33;276,49;108,69;86,14;270,04;150,00;-;285,00;285,00;289,56
2021-11-18 19:00:00;133,98;162,54;317,1;85,04;21,97;275,08;219,9;87,58;248,95;97,3;21,97;268,1;145,00;-;280,00;280,00;263,18
2021-11-18 20:00:00;96,89;142,7;207,81;70,14;14,06;264,44;209,9;87,09;247,95;96,89;14,06;260,48;96,89;-;264,44;264,44;247,95
2021-11-18 21:00:00;83,65;133,03;195,87;65,05;13,62;250,00;200,1;86,33;225,99;83,65;13,62;245,43;83,65;-;250,00;250,00;225,99
2021-11-18 22:00:00;91,59;125,19;196,4;59,21;12,35;240,22;199,9;86,14;175,06;74,6;12,35;229,22;91,59;-;240,22;240,22;202,78
2021-11-18 23:00:00;78,59;112,26;179,05;16,88;12,18;230,16;159,5;83,21;173,05;70,55;12,18;219,49;78,59;-;230,16;185,00;190,22
2021-11-19 00:00:00;71,81;117,39;181,83;48,32;12,36;220,05;195,00;78,05;186,56;64,34;12,36;220,58;71,81;-;220,05;208,00;186,56
2021-11-19 01:00:00;64,55;108,89;172,81;27,43;12,53;215,57;174,00;74,23;164,19;62,36;12,53;217,57;64,55;-;215,57;175,1;164,19
2021-11-19 02:00:00;64,58;103,52;175,2;12,64;12,64;213,26;171,02;69,63;128,77;64,58;12,64;213,75;64,58;-;213,26;208,00;128,77
2021-11-19 03:00:00;66,84;105,18;166,09;12,76;12,76;198,00;169,00;69,34;177,81;64,45;12,76;207,14;66,84;-;198,00;198,00;177,81
2021-11-19 04:00:00;76,05;106,33;160,41;13,36;13,36;199,67;154,00;78,13;190,68;65,34;13,36;205,26;76,05;-;199,67;199,67;190,68
2021-11-19 05:00:00;80,24;115,42;174,94;13,93;13,93;214,33;174,9;82,81;214,33;66,39;13,93;219,87;80,24;-;214,33;214,33;214,33
2021-11-19 06:00:00;110,09;135,95;196,21;48,26;14,33;239,38;200,1;86,12;239,38;105,13;14,33;242,14;110,09;-;239,38;239,38;239,38
2021-11-19 07:00:00;139,75;160,54;220,77;81,04;44,91;294,33;197,00;86,65;240,39;107,34;44,91;268,59;180,00;-;294,33;294,33;261,64
2021-11-19 08:00:00;163,61;164,56;231,73;81,06;48,37;290,04;222,5;87,04;270,00;95,36;48,37;272,04;163,61;-;290,04;290,04;270,00
2021-11-19 09:00:00;171,00;158,64;233,04;80,98;15,13;277,02;244,9;86,82;265,38;95,27;15,13;260,38;171,00;-;277,02;277,02;265,38
2021-11-19 10:00:00;169,94;148,13;216,83;69,74;14,82;265,00;192,11;86,65;244,06;102,32;14,82;253,18;169,94;-;265,00;265,00;244,06
2021-11-19 11:00:00;171,31;145,21;211,26;67,32;14,37;247,00;200,1;86,51;247,00;95,25;14,37;242,85;171,31;-;247,00;247,00;247,00
2021-11-19 12:00:00;165,34;140,74;200,81;67,26;14,19;231,69;193,18;86,31;240,62;94,53;14,19;240,02;165,34;-;231,69;240,62;240,62
2021-11-19 13:00:00;154,23;134,8;192,87;57,48;13,45;228,00;180,5;86,15;222,46;94,6;13,45;239,59;154,23;-;228,00;228,00;225,6
2021-11-19 14:00:00;162,62;137,78;198,98;57,41;12,89;228,00;195,00;86,06;228,00;94,78;12,89;238,97;162,62;-;228,00;228,00;228,00
2021-11-19 15:00:00;170,08;143,6;223,98;57,4;12,7;239,9;206,00;86,07;230,04;95,33;12,7;245,36;170,08;-;239,9;239,9;239,9
2021-11-19 16:00:00;167,34;151,76;231,98;67,29;12,73;254,24;231,98;86,42;230,72;122,44;12,73;251,48;167,34;-;254,24;254,24;274,59
2021-11-19 17:00:00;191,97;168,9;270,00;81,06;12,67;280,88;270,00;86,5;264,01;118,15;12,67;270,00;191,97;-;280,88;280,88;283,02
2021-11-19 18:00:00;193,7;169,76;265,5;81,00;12,27;284,39;279,9;86,38;279,92;95,3;12,27;276,75;193,7;-;284,39;284,39;279,92
2021-11-19 19:00:00;169,35;151,18;227,81;67,36;11,39;289,62;185,6;86,2;248,23;94,07;11,39;272,00;169,35;-;289,62;277,99;257,68
2021-11-19 20:00:00;122,82;136,97;199,2;67,32;10,19;256,16;199,2;86,2;202,58;96,66;10,19;256,11;122,82;-;256,16;256,16;202,58
2021-11-19 21:00:00;112,04;130,69;209,74;67,3;9,09;231,04;195,00;86,14;190,07;88,22;9,09;239,89;112,04;-;231,04;231,04;190,07
2021-11-19 22:00:00;104,95;126,41;203,72;69,75;4,96;226,5;184,7;86,3;190,05;83,15;4,96;231,52;104,95;-;226,5;226,5;190,05
2021-11-19 23:00:00;95,00;118,57;202,2;77,5;2,93;225,79;180,8;86,2;135,69;71,73;2,93;223,51;95,00;-;219,63;219,63;135,69
2021-11-20 00:00:00;107,01;120,03;177,52;87,89;5,01;229,59;176,00;88,4;154,97;65,13;5,01;223,84;107,01;-;229,59;199,00;154,97
2021-11-20 01:00:00;90,64;114,52;170,69;85,61;3,98;217,9;176,00;88,17;124,17;62,65;3,98;218,54;108,01;-;217,9;199,00;124,17
2021-11-20 02:00:00;86,92;114,32;170,03;85,55;3,47;206,4;195,00;88,1;118,79;60,05;3,47;213,7;113,01;-;206,4;118,79;118,79
2021-11-20 03:00:00;88,5;109,59;160,92;85,52;4,37;191,65;195,00;88,08;116,05;61,85;4,37;209,21;88,5;-;191,65;116,05;116,05
2021-11-20 04:00:00;92,13;109,81;160,77;85,61;9,31;188,00;186,6;88,17;117,8;62,96;9,31;207,23;92,13;-;193,43;117,8;117,8
2021-11-20 05:00:00;97,55;110,35;157,83;85,63;10,34;191,24;173,00;88,18;122,25;66,4;10,34;211,07;97,55;-;196,85;122,25;122,25
2021-11-20 06:00:00;88,68;112,62;161,9;85,63;10,69;216,96;155,00;88,19;122,65;74,75;10,69;221,89;90,48;-;216,96;216,96;122,65
2021-11-20 07:00:00;106,4;125,51;183,24;86,22;11,97;230,77;185,3;88,79;173,9;72,95;11,97;229,06;106,4;-;230,77;230,77;195,83
2021-11-20 08:00:00;114,25;138,01;192,00;86,59;12,93;251,08;185,7;89,18;195,1;96,14;12,93;236,41;160,00;-;242,4;242,4;215,06
2021-11-20 09:00:00;144,79;139,92;193,47;86,68;14,04;238,81;176,1;89,27;201,75;97,25;14,04;234,59;193,07;-;227,75;227,75;220,08
2021-11-20 10:00:00;127,91;151,36;178,01;87,89;87,89;223,76;163,9;90,52;216,32;110,97;87,89;232,04;185,72;-;218,59;218,59;216,32
2021-11-20 11:00:00;118,24;150,41;200,00;87,24;87,24;217,9;188,00;89,84;199,1;98,15;87,24;224,78;175,00;-;217,9;217,9;208,64
2021-11-20 12:00:00;110,05;150,84;232,7;86,59;86,59;224,6;176,7;89,18;199,09;100,19;86,59;222,51;154,45;-;211,69;211,69;208,29
2021-11-20 13:00:00;88,64;149,84;224,1;86,23;86,23;214,72;190,00;88,81;200,06;99,41;86,23;221,49;151,01;-;208,04;208,04;208,04
2021-11-20 14:00:00;122,39;141,73;169,1;86,34;86,34;210,8;152,68;88,92;200,00;97,29;86,34;221,24;160,00;-;210,8;210,8;210,8
2021-11-20 15:00:00;112,85;157,00;229,3;86,55;86,55;218,59;221,3;89,13;218,59;107,00;86,55;225,32;158,16;-;218,59;218,59;231,94
2021-11-20 16:00:00;127,16;162,02;239,6;88,19;88,19;230,00;223,44;90,82;230,00;100,79;88,19;227,71;175,3;-;230,00;230,00;272,19
2021-11-20 17:00:00;199,97;174,56;290,00;87,42;47,3;262,57;250,00;90,03;262,57;132,31;47,3;250,69;199,97;-;262,57;262,57;316,84
2021-11-20 18:00:00;166,44;165,35;295,9;87,25;26,19;290,16;179,9;89,86;270,01;117,47;26,19;269,44;166,44;-;290,16;290,16;309,95
2021-11-20 19:00:00;112,87;156,7;220,69;86,56;15,45;298,4;209,9;89,15;269,95;107,03;15,45;271,14;140,00;-;298,4;298,4;320,02
